sample	num_seqs	sum_len	min_len	avg_len	max_len	N50	N50_num	GC(%)	nReads	Shannon index	Viral_Count	Viral_Min_len	Viral_Max_len	Viral_Mean_len	Viral_Total_len	Viral_N50_len	Continent	Country
SRR12711160	1754063	1609924600	200	917.8	613580	1159	17013	45.97	285704418	7.13079	2809	5002	357624	16030.44	45029497	24008	Asia	China
SRR12711161	688348	554261446	200	805.2	443010	904	9916	45.56	93643427	6.13793	838	5000	195177	13826.39	11586515	17600	Asia	China
SRR12711162	571201	432404734	200	757.0	638528	816	8427	44.11	77695379	5.90485	755	5003	194068	16018.3	12093816	24463	Asia	China
SRR12711163	913917	627323600	200	686.4	205622	698	9287	45.66	86871843	6.08707	664	5007	102810	12299.25	8166701	13796	Asia	China
SRR12711164	887478	620428342	200	699.1	218933	734	8056	46.26	77302700	6.61082	1109	5000	218933	14821.29	16436812	19465	Asia	China
SRR12711165	793866	626863952	200	789.6	467894	896	9809	45.62	90034152	5.42762	514	5015	154671	12973.92	6668595	15213	Asia	China
SRR12711166	1002097	673261028	200	671.9	196043	685	8605	46.45	89644798	6.34438	902	5008	174122	14020.28	12646296	16989	Asia	China
SRR12711167	874965	638855183	200	730.1	413032	775	9018	46.21	83881335	6.47494	1081	5005	413032	15572.32	16833681	23530	Asia	China
SRR12711168	1073727	812859709	200	757.0	243487	836	10386	45.48	104715148	6.65566	1367	5001	202302	14149.27	19342058	18425	Asia	China
SRR12711169	1283962	1012145981	200	788.3	449343	886	12127	45.19	142489584	6.65736	1671	5000	449343	15436.11	25793748	21619	Asia	China
SRR12711170	1001811	743673244	200	742.3	401012	805	10141	45.17	102044264	4.41786	784	5000	194317	14077.7	11036917	18011	Asia	China
SRR12711171	1175531	850475079	200	723.5	203641	773	10011	44.98	103267478	6.78483	1333	5003	203641	13852.31	18465133	17856	Asia	China
SRR12711172	982495	656746971	200	668.4	240877	688	7968	45.37	85338539	6.51957	1031	5000	240877	13682.71	14106872	16963	Asia	China
SRR12711173	1109836	769057432	200	692.9	304926	726	8838	45.03	103770358	5.84517	523	5013	195542	13319.88	6966299	16306	Asia	China
SRR12711174	902888	660088510	200	731.1	250898	782	9209	45.3	83399461	6.04924	1140	5000	200907	12951.55	14764770	15850	Asia	China
SRR12711175	1044410	705477283	200	675.5	380905	700	8256	44.96	91610921	6.73696	1321	5000	219086	13914.2	18380652	17980	Asia	China
SRR12711176	739188	657156474	200	889.0	427691	1128	10862	45.6	92891873	5.91241	1077	5003	230062	15579.27	16778872	22058	Asia	China
SRR12711177	945625	767384411	200	811.5	231762	940	10823	44.82	100681367	6.22177	1114	5001	231762	14597.22	16261299	19156	Asia	China
SRR12711178	1080074	795842595	200	736.8	450117	804	9976	47.4	111427450	4.62439	627	5002	206531	11900.15	7461396	13619	Asia	China
SRR12711179	1348990	930658080	200	689.9	197425	722	9536	45.36	115617781	6.89454	1721	5003	197425	13145.52	22623439	15406	Asia	China
SRR12711180	1338801	974207496	200	727.7	221819	798	10285	45.33	128353706	6.46001	1805	5000	221819	12087.53	21817995	14021	Asia	China
SRR12711181	1347228	952430694	200	707.0	172885	758	9895	45.33	119858095	6.79948	2150	5000	172885	12370.9	26597428	13960	Asia	China
SRR12711182	1224432	915595783	200	747.8	370862	817	10482	44.9	118141399	7.17254	2516	5001	370862	13850.95	34848980	16835	Asia	China
SRR12711183	1395235	1018944983	200	730.3	195728	796	10419	45.38	129722429	6.87818	1822	5000	195728	13799.56	25142791	17112	Asia	China
SRR12711184	1187107	947491921	200	798.2	303850	905	11867	45.24	136909239	6.65439	1499	5000	303850	16830.11	25228328	25694	Asia	China
SRR12711185	1178555	964128595	200	818.1	341953	964	12347	44.54	139830411	6.96489	2800	5000	201307	13374.61	37448904	15663	Asia	China
SRR12711186	888994	755413975	200	849.7	210444	1053	11173	45.2	108627113	6.48135	1706	5000	183968	13210.12	22536458	15141	Asia	China
SRR12711187	1089084	873020131	200	801.6	169183	929	11693	45.24	117283966	6.82683	2104	5000	169183	12536.58	26376970	14404	Asia	China
SRR12711188	954952	775402933	200	812.0	168095	966	10726	45.24	104580316	7.03972	2231	5001	168095	11901.26	26551712	13488	Asia	China
SRR12711189	1043364	753175253	200	721.9	213111	782	9441	47.13	109648928	5.54082	496	5007	213111	11405.91	5657333	12517	Asia	China
SRR12711190	1237308	918195073	200	742.1	207267	822	10476	45.05	118342166	4.26775	2165	5003	159441	12389.05	26822304	14060	Asia	China
SRR12711191	929243	756319503	200	813.9	256211	962	11015	44.84	111329931	6.99835	2615	5000	219847	12219.98	31955239	14071	Asia	China
SRR12711192	1174689	870889001	200	741.4	181971	814	10180	45.12	110150595	7.00468	2628	5000	181971	12702.74	33382811	14588	Asia	China
SRR12711193	1226341	965746477	200	787.5	563185	891	11584	44.95	131080292	6.83909	2310	5005	172056	13188.94	30466447	15988	Asia	China
SRR12711194	856153	722423006	200	843.8	227025	1053	11431	45.06	114917102	6.86953	2408	5001	165668	13306.2	32041321	16041	Asia	China
SRR12711195	1156873	909622017	200	786.3	171099	906	11676	44.6	130832629	7.14005	3067	5000	168295	12334.89	37831096	14218	Asia	China
SRR12711196	1137466	910304271	200	800.3	242836	953	11744	44.99	125539361	6.61526	2287	5000	184886	12714.05	29077038	15008	Asia	China
SRR12711197	1031939	860808916	200	834.2	314170	993	12069	45.02	136174967	6.907	2182	5001	184169	13030.24	28431979	15009	Asia	China
SRR12711198	1418269	1142176578	200	805.3	340650	948	12690	45.35	148713163	7.14616	2646	5001	175972	12935.83	34228208	14858	Asia	China
SRR12711199	933484	755021623	200	808.8	630077	943	10598	45.29	105413955	6.89246	2467	5001	187592	13543.09	33410801	16122	Asia	China
SRR12711200	999902	768293868	200	768.4	444213	847	10408	45.14	100226435	5.44544	424	5008	83168	11790.91	4999344	13551	Asia	China
SRR12711201	1045348	812328688	200	777.1	322125	893	10236	44.65	109031960	6.02831	2387	5000	175370	13059.1	31172075	15443	Asia	China
SRR12711202	845568	712604773	200	842.8	416643	996	11217	45.33	109194212	7.06472	2134	5005	253438	14182.84	30266190	18113	Asia	China
SRR12711203	1201048	963774103	200	802.4	434507	963	11613	44.89	129920803	6.79367	2574	5001	212543	13413.7	34526872	15894	Asia	China
SRR12711204	1137873	832980421	200	732.1	211334	795	9562	45.01	106385357	7.10461	2413	5000	210435	13735.55	33143878	17281	Asia	China
SRR12711205	1046540	838383122	200	801.1	409726	929	11069	44.87	114106761	6.72334	2007	5000	164410	12516.25	25120113	14363	Asia	China
SRR12711206	1254220	921534844	200	734.7	375895	805	9746	45.0	115890211	7.14168	2711	5001	275460	12909.11	34996592	15107	Asia	China
SRR12711207	976170	805196526	200	824.9	184999	997	11333	45.25	116281913	6.8535	2737	5001	158290	12440.48	34049586	14163	Asia	China
SRR12711208	1245229	923398370	200	741.5	332392	803	11059	44.15	124002968	7.10488	2906	5000	233160	13444.88	39070819	16172	Asia	China
SRR12711209	1000679	767401961	200	766.9	837776	845	10292	44.18	102371953	7.2246	2850	5002	357860	14078.74	40124423	17905	Asia	China
SRR12711210	1316822	945571357	200	718.1	250270	775	10310	44.43	122661135	6.55335	2149	5004	250270	13381.56	28756966	15749	Asia	China
SRR12711211	948299	761389286	200	802.9	390681	920	10444	46.46	95583709	6.17126	743	5007	182163	13313.46	9891903	16211	Asia	China
SRR12711212	784877	780692375	200	994.7	427321	1429	12606	45.66	146084974	6.12532	2115	5001	290791	15344.62	32453869	21085	Asia	China
SRR12711213	669599	678379628	200	1013.1	612725	1424	11567	44.28	114432558	5.92232	723	5005	251085	15628.29	11299251	22785	Asia	China
SRR12711214	224674	291940477	200	1299.4	415418	2732	7928	48.83	99357311	2.202	572	5002	147248	17557.9	10043119	27995	Asia	China
SRR12711215	637359	589242915	200	924.5	639995	1175	10431	45.01	94280273	5.98354	787	5001	298210	15084.83	11871758	21852	Asia	China
SRR12711216	688467	724892414	200	1052.9	595566	1545	12493	45.54	134415362	5.7559	690	5016	247936	15152.67	10455344	22000	Asia	China
SRR12711217	704327	705394644	200	1001.5	501176	1414	12127	45.43	137088185	5.5101	643	5009	247964	14585.67	9378583	20912	Asia	China
SRR12711218	628581	639461260	200	1017.3	952988	1492	12109	44.57	113027678	6.27755	887	5000	350701	14102.8	12509180	18712	Asia	China
SRR12711219	148723	257832551	200	1733.6	527658	8070	3828	48.33	117241034	4.92856	341	5009	184084	18263.23	6227761	26173	Asia	China
SRR12711220	153659	230548754	200	1500.4	659496	5308	4465	47.04	138451624	4.80502	331	5042	148929	17481.98	5786535	25679	Asia	China
SRR12711221	755892	692989637	200	916.8	427321	1164	10823	45.26	106804532	6.09578	1082	5000	248603	14957.61	16184132	20760	Asia	China
SRR12711222	1154072	827678345	200	717.2	328824	767	9578	46.39	103576573	5.47165	495	5000	86299	11654.04	5768751	13338	Asia	China
SRR12711225	1643067	1037189953	200	631.3	390243	624	9499	43.82	142272539	5.26437	438	5029	289064	19289.18	8448662	35111	Asia	China
SRR12711226	550460	466156965	200	846.8	231537	1115	10575	44.16	134354995	4.87822	503	5017	160750	16475.89	8287371	25424	Asia	China
SRR12711227	413496	370050722	200	894.9	545965	1243	9425	44.24	116508877	5.00329	552	5019	232758	18911.36	10439069	29336	Asia	China
SRR12711228	501198	448017861	200	893.9	272975	1212	10184	45.78	116174258	5.41775	612	5003	155698	16878.41	10329588	27549	Asia	China
SRR12711229	1557131	907698930	200	582.9	256758	596	6221	42.42	108300324	3.87535	241	5011	256758	18067.75	4354327	32396	Asia	China
SRR12711230	343700	416289126	200	1211.2	586764	3044	10110	44.49	123842458	5.68205	804	5003	250514	16509.71	13273805	24180	Asia	China
SRR12711232	645305	518250085	200	803.1	586530	898	9470	45.37	89399553	5.64018	575	5022	214792	18705.71	10755786	32634	Asia	China
SRR12711233	896656	624722791	200	696.7	345969	712	8851	45.21	89961594	6.29843	875	5006	345969	15804.66	13829074	24352	Asia	China
SRR12711234	1110737	717481275	200	646.0	252118	662	7728	45.53	103110727	5.49368	370	5003	65193	12869.96	4761887	15291	Asia	China
SRR12711235	587889	513435033	200	873.4	356348	1054	9639	46.09	80277798	5.82964	864	5001	167316	14990.94	12952172	20053	Asia	China
SRR12711236	1036708	678938650	200	654.9	194800	668	7763	45.53	76973830	6.71028	1017	5002	194800	13814.89	14049743	18737	Asia	China
SRR12711237	1856989	1284285638	200	691.6	209991	716	11277	46.56	159310209	7.04772	2119	5000	167853	13447.22	28494667	16308	Asia	China
SRR12711238	1007314	634452479	200	629.8	367281	637	6983	46.2	78847990	6.03327	705	5000	104553	12745.26	8985411	14393	Asia	Myanmar
SRR12711239	887879	619585046	200	697.8	430886	733	8683	45.13	86829525	5.95626	759	5005	89573	12451.19	9450454	15108	Asia	Myanmar
SRR12711240	1084323	689265331	200	635.7	250374	642	7438	46.34	93201022	5.98244	819	5009	250374	15938.53	13053657	23309	Asia	Myanmar
SRR12711241	1474862	987364567	200	669.5	338579	691	8960	46.64	126000934	5.85877	993	5000	175648	14099.09	14000399	18129	Asia	Myanmar
SRR12711242	958271	616768097	200	643.6	224456	653	7195	46.01	80445395	6.11414	683	5005	188104	13214.07	9025208	15429	Asia	Myanmar
SRR12711243	1179631	753638095	200	638.9	337923	652	7811	45.61	99310692	6.18861	1021	5004	105704	13085.55	13360351	15082	Asia	Myanmar
SRR12711244	1020435	689532111	200	675.7	220674	696	8524	46.5	89871162	5.80591	684	5002	213378	13795.0	9435778	16506	Asia	Myanmar
SRR12711245	1172262	742095242	200	633.0	166175	656	6866	46.06	102458028	4.80385	218	5007	65417	11900.27	2594258	13232	Asia	China
SRR12711246	881002	606533171	200	688.5	203766	706	8714	45.97	81651122	5.50251	420	5002	203766	11457.16	4812009	12699	Asia	Myanmar
SRR12711247	1025554	720647269	200	702.7	232334	741	8673	44.76	104987564	6.04141	931	5001	162603	13828.35	12874194	16678	Asia	Myanmar
SRR12711248	1124412	761411979	200	677.2	529058	698	8649	46.16	102140598	5.58493	653	5013	234230	13334.02	8707116	16437	Asia	Myanmar
SRR12711249	992590	626061550	200	630.7	157900	635	6893	46.23	76772228	6.13576	699	5001	156793	13839.84	9674045	17186	Asia	Myanmar
SRR12711250	1425043	931144754	200	653.4	194875	668	8522	46.3	119647727	6.33856	947	5001	194875	13304.24	12599118	16035	Asia	Myanmar
SRR12711251	1012644	828633770	200	818.3	319126	944	11323	45.71	112248567	6.22072	1063	5002	185933	16060.79	17072616	27496	Asia	China
SRR12711252	1224018	907981834	200	741.8	408487	801	9893	45.95	111379393	6.71839	1535	5003	205242	16206.6	24877131	25668	Asia	China
SRR12711253	1018390	899069512	200	882.8	317926	1086	12669	45.02	125746228	6.82204	1620	5001	211558	16676.89	27016561	26948	Asia	China
SRR12711254	1052540	807997706	200	767.7	242749	847	10604	46.17	111668411	6.08113	1284	5005	242749	15210.52	19530305	21133	Asia	China
SRR12711255	1234733	856355415	200	693.6	358380	721	9600	46.08	107976653	6.63897	1327	5003	358380	14463.94	19193653	18159	Asia	China
SRR12711256	1021804	660826808	200	646.7	151521	667	7802	46.01	92670939	5.23269	274	5009	65656	10929.72	2994743	11931	Asia	China
SRR12711257	1299864	922714610	200	709.9	180842	754	9656	46.09	115198404	7.0187	1997	5000	180408	13973.85	27905779	17266	Asia	Myanmar
SRR12711258	1218774	889196948	200	729.6	224678	789	9372	45.76	107169843	6.21952	1858	5001	148661	13966.37	25949507	16714	Asia	Myanmar
SRR12711259	1113255	813099371	200	730.4	540189	778	10007	45.19	107952608	7.11215	2395	5004	540189	15048.26	36040585	18801	Asia	Myanmar
SRR12711260	1296660	931509328	200	718.4	225775	765	10127	45.58	121982492	7.15147	2783	5001	225775	13923.46	38749002	16748	Asia	Myanmar
SRR12711261	1258389	890474936	200	707.6	234802	744	9885	45.36	111855679	6.83477	1877	5001	234802	13604.83	25536258	15856	Asia	Myanmar
SRR12711262	1263542	892255315	200	706.2	179819	749	9285	46.0	112318043	7.04334	2101	5001	170948	13271.13	27882637	15456	Asia	Myanmar
SRR12711263	1107631	863600444	200	779.7	340135	877	10499	45.92	111787387	7.05057	2206	5000	340135	14017.34	30922250	15937	Asia	Myanmar
SRR12711264	1277961	843359881	200	659.9	190723	687	8055	45.26	106459917	6.50646	977	5001	190723	14088.48	13764443	18364	Asia	China
SRR12711265	1092072	682135772	200	624.6	188213	643	6465	45.11	89579283	6.3043	825	5006	152938	11199.07	9239234	12402	Asia	China
SRR12711266	1310977	888954157	200	678.1	205582	716	8684	45.4	106943499	6.73483	1220	5009	172345	12199.73	14883674	13710	Asia	China
SRR12711267	984655	678571668	200	689.1	439892	725	8202	44.92	89502009	6.32086	920	5006	178585	11718.6	10781113	13292	Asia	China
SRR12711268	1132162	872551050	200	770.7	397674	862	11203	45.51	125934550	6.69405	1501	5000	191577	13012.35	19531532	15209	Asia	China
SRR12711269	993164	728221197	200	733.2	185949	792	9824	44.27	104442760	6.96302	1944	5002	185949	12319.46	23949039	13942	Asia	China
SRR12711270	1056376	775110909	200	733.7	250011	799	9481	43.74	106224656	6.91559	1688	5000	250011	12619.23	21301267	14572	Asia	China
SRR12711271	950118	701468561	200	738.3	329909	809	9265	45.68	100793259	6.41751	1505	5001	273772	14130.3	21266101	18485	Asia	China
SRR12711272	1054028	711698330	200	675.2	257484	706	8102	45.0	93475076	5.11953	306	5008	82386	9946.81	3043725	9977	Asia	China
SRR12711278	1192156	872554027	200	731.9	353849	805	9533	45.49	113646400	6.5164	1111	5002	167723	12416.61	13794852	14279	Asia	China
SRR12711289	1028261	772594586	200	751.4	379861	836	9680	44.68	117448812	6.74417	1615	5002	250624	12635.33	20406063	14392	Asia	China
SRR12711299	701594	502066433	200	715.6	303348	737	9097	45.3	88783196	5.42653	683	5013	178535	15670.9	10703225	22195	Asia	China
SRR12711300	1168296	815521201	200	698.0	163733	740	9099	45.45	105097486	6.93752	1549	5003	163733	12276.56	19016390	14410	Asia	China
SRR12711301	1917472	1096565012	200	571.9	232422	593	3873	42.5	108549569	3.61212	76	5015	48633	12621.36	959223	14478	Asia	China
SRR12711302	1404791	745608468	200	530.8	210433	534	4409	42.1	81921696	4.16389	130	5000	89850	12326.46	1602440	13835	Asia	China
SRR12711303	661038	448805257	200	678.9	244746	685	7828	46.06	80825839	5.85153	633	5004	201420	15423.83	9763284	22358	Asia	China
SRR12711304	1081063	662004070	200	612.4	236982	589	8289	43.61	94254967	4.8047	517	5004	195682	15355.6	7938844	24897	Asia	China
SRR12711305	1547017	857885611	200	554.5	174069	572	4441	41.76	97575696	4.93401	262	5039	171707	15396.52	4033888	21037	Asia	China
SRR12711306	1944505	1188299669	200	611.1	58860	651	3947	42.63	111145023	2.67017	78	5040	58860	13357.81	1041909	15302	Asia	China
SRR12711307	2059982	1371999650	200	666.0	73788	730	3863	42.58	122540252	4.17513	109	5045	73788	12853.57	1401039	14240	Asia	China
SRR12711308	818016	573479768	200	701.1	626747	725	8690	45.2	97865975	6.12457	792	5001	150461	14228.81	11269219	19303	Asia	China
SRR12711309	789603	656128617	200	831.0	357216	994	11231	44.54	123610992	5.12506	525	5000	170148	15292.19	8028400	21143	Asia	China
SRR12711310	1410463	762985912	200	540.9	143546	538	5712	44.51	104309499	5.34334	319	5012	132774	13908.98	4436966	18174	Asia	China
SRR12711311	1065361	763331151	200	716.5	227080	770	8885	45.87	93529217	6.74967	1215	5003	227080	13849.37	16826981	17524	Asia	China
SRR12711312	1055099	554398601	200	525.4	229122	509	5269	45.58	84496385	5.39311	399	5012	89845	12246.39	4886309	13437	Asia	China
SRR12711313	1543131	851227774	200	551.6	80575	572	3795	42.63	90893250	4.09218	128	5005	63318	13992.16	1790997	15759	Asia	China
SRR12711314	1639846	929246920	200	566.7	63343	594	3034	42.48	93152406	2.15843	26	5020	26272	9988.5	259701	11123	Asia	China
SRR12711315	1080686	622234527	200	575.8	268987	552	7258	43.67	93265451	5.22557	500	5001	138893	13580.73	6790365	16649	Asia	China
SRR12711316	1270587	730564675	200	575.0	250829	562	7297	42.73	101061854	5.59076	504	5000	170265	14750.54	7434271	22626	Asia	China
SRR12711317	1468845	1028639858	200	700.3	352623	739	10078	47.29	135940339	7.32551	2860	5003	352623	14307.09	40918284	18491	Asia	China
SRR12711318	1614093	886607742	200	549.3	85505	562	4529	41.29	93505426	5.21239	286	5015	64632	12115.29	3464974	14100	Asia	China
SRR12711319	1248855	676377865	200	541.6	359581	545	4854	43.64	94024927	3.56032	75	5002	154902	18824.8	1411860	34140	Asia	China
SRR12711320	953842	575992899	200	603.9	309574	578	7873	45.9	95267469	5.13456	308	5006	122274	12818.84	3948202	15439	Asia	China
SRR12711321	1065353	623099273	200	584.9	126634	582	6198	46.55	94520296	5.79767	415	5024	85640	12833.82	5326035	16083	Asia	China
SRR12711322	1345982	829800009	200	616.5	172910	619	7504	45.49	112389085	6.57292	940	5001	170317	11514.74	10823852	13230	Asia	China
SRR12711323	1650826	926116451	200	561.0	151522	585	3593	42.56	98294988	4.48914	108	5061	53429	12263.05	1324409	13919	Asia	China
SRR12711324	672197	434137332	200	645.8	513802	612	7679	44.29	83750750	5.80582	761	5005	255442	14573.38	11090342	18333	Asia	China
SRR12711325	1793003	1050268091	200	585.8	164973	614	3921	42.17	105916509	3.39472	80	5156	102083	15579.7	1246376	18450	Asia	China
SRR12711326	800077	551858139	200	689.8	309967	710	8302	46.78	90939123	4.60438	781	5000	133516	11781.82	9201602	13604	Asia	China
SRR12711327	886038	592721486	200	669.0	266904	678	7853	45.41	91166352	6.22019	775	5000	266904	14080.08	10912061	17957	Asia	China
SRR12711328	1840436	1023397907	200	556.1	165234	570	4578	42.67	117402568	4.32441	223	5071	165234	17056.87	3803683	28765	Asia	China
